Reference Alignment,My Alignment
(18 Person -> 32 Person: 1.0  =  ),(18 Person -> 32 Person: 1.0  =  ),[],[]
Unmatched:(14 Member_PC -> 37 Program_Committee_member: 1.0  =  ),,[18 Person],[28 Organizator]
(3 Author -> 2 Author: 1.0  =  ),(3 Author -> 2 Author: 1.0  =  ),[18 Person],[45 Speaker]
(9 Conference -> 13 Conference: 1.0  =  ),(9 Conference -> 13 Conference: 1.0  =  ),[36 Working_event],[]
Unmatched:(6 Chair_PC -> 35 Program_Chair: 1.0  =  ),,[18 Person],[28 Organizator]
Unmatched:(16 Paper -> 31 Paper: 1.0  =  ),,[10 Contribution],[19 Document]
(12 hasEmail -> 3 E-mail: 1.0  =  ),(12 hasEmail -> 3 E-mail: 0.6666666865348816  =  ),Person,Person
False positives (29 Student -> 41 Registration_Student: 0.65  =  ),,[17 Participant],[42 Registration_fee]
False positives (13 Member -> 40 Registration_SIGMOD_Member: 0.6  =  ),,[17 Participant],[42 Registration_fee]
False positives (10 Contribution -> 31 Paper: 1.0  =  ),,[],[19 Document]
False positives (15 Organization -> 28 Organizator: 1.0  =  ),,[],[32 Person]
False positives (16 Paper -> 3 Author_of_paper: 0.6  =  ),,[10 Contribution],[2 Author]
False positives (14 hasFirstName -> 5 Name: 0.6  =  ),,Person,Person
