Reference Alignment,My Alignment
(68 Place -> 78 Place: 1.0  =  ),(68 Place -> 78 Place: 2.0  =  ),[],[]
(85 SessionChair -> 100 Session_chair: 1.0  =  ),(85 SessionChair -> 100 Session_chair: 1.5  =  ),[64 Person],[39 Delegate]
(9 Author -> 5 Author: 1.0  =  ),(9 Author -> 5 Author: 2.0  =  ),[],[106 Speaker]
(40 Document -> 43 Document: 1.0  =  ),(40 Document -> 43 Document: 2.0  =  ),[],[60 Item]
Unmatched:(37 Country -> 113 State: 1.0  =  ),,[],[]
Unmatched:(99 WelcomeTalk -> 137 Welcome_address: 1.0  =  ),,[92 TalkEvent],[25 Conference_activity]
(90 Sponsorship -> 112 Sponzorship: 1.0  =  ),(90 Sponsorship -> 112 Sponzorship: 1.5  =  ),[],[69 Money]
(82 Reviewer -> 98 Reviewer: 1.0  =  ),(82 Reviewer -> 98 Reviewer: 2.0  =  ),[],[106 Speaker]
Unmatched:(8 Attendee -> 39 Delegate: 1.0  =  ),,[64 Person],[77 Person]
Unmatched:(32 ConferenceDinner -> 42 Dinner_banquet: 1.0  =  ),,[46 MealEvent],[105 Social_program]
Unmatched:(89 SocialEvent -> 105 Social_program: 1.0  =  ),,[54 NonAcademicEvent],[25 Conference_activity]
(17 CoffeeBreak -> 22 Coffee_break: 1.0  =  ),(17 CoffeeBreak -> 22 Coffee_break: 1.5  =  ),[10 BreakEvent],[25 Conference_activity]
(78 Review -> 97 Review: 1.0  =  ),(78 Review -> 97 Review: 2.0  =  ),[40 Document],[43 Document]
Unmatched:(75 Reception -> 21 Coctail_reception: 1.0  =  ),,[89 SocialEvent],[25 Conference_activity]
Unmatched:(33 ConferenceEvent -> 25 Conference_activity: 1.0  =  ),,[],[1 Activity]
Unmatched:(88 SlideSet -> 126 Transparency: 1.0  =  ),,[40 Document],[43 Document]
Unmatched:(59 Paper -> 117 Submission: 1.0  =  ),,[40 Document],[43 Document]
Unmatched:(35 ConferenceVenuePlace -> 27 Conference_building: 1.0  =  ),,[68 Place],[14 Building]
Unmatched:(39 DiningPlace -> 32 Conference_restaurant: 1.0  =  ),,[68 Place],[14 Building]
False positives (64 Person -> 77 Person: 2.0  =  ),,[],[]
False positives (41 isWrittenBy -> 31 is_writen_by: 2.0  =  ),,Paper,Item
